text,sentiment
bahi ride ka 450 rs bana th or ride wala bhi na 500 ka 500 hi rakh liya. ma ofline ho gaya waha ja ka 600 rs do. it app not usefull,negative
fuzool application ha koi rider nhii hota,negative
ان ڈرائیو میں ڈرائیور کی ratings دیکھی جا سکتی ہے,neutral
👍 good pool,positive
best apps,positive
easy-peasy a digit۔۔۔,positive
JazzCash mein account login karne ka masla ho sakta hai,neutral
اس میں اُردو زبان نہیں بہت مشکل پش آتی ہے,positive
کے الیکٹرک کا بل آن لائن ادا کر دیا گیا تھا,neutral
Microsoft Teams meeting join karne mein technical difficulties aati hain,negative
very good.,positive
JazzCash ka interface simple hai aur bill payment instantly ho jata hai,positive
Daraz par returns ka process kafi lamba hai,neutral
ایزی پیسہ سے بل جمع کرتے وقت بار بار ایرر آتا ہے,negative
ان ڈرائیو میں کرایے کا حساب کتاب دیکھا,neutral
پی ٹی سی ایل کا بل ویب سائٹ پر چیک کیا گیا تھا,neutral
جانی,positive
Samsung Health app battery drain karta hai background mein,negative
YouTube par shorts scroll fast hoti hain,neutral
amazing 😍😍,positive
ٹک ٹاک پر ویڈیوز کی لمبائی کم ہوتی ہے,neutral
ڈکی بھائی آپ کی فالونگ چھوٹے بچے اور اسکولز کے کولیجز کے لڑکے ہیں جو جیل یہ کورٹ نھیں آ سکتے ہم آپ کے ساتھہ ہیں لو یو,neutral
good good vvvvvvvvvv good good,positive
"""بائیکیا اپنے بائیکیا پارٹنرز کے ساتھ مل کر فراڈ کرتی ہے کیونکہ یہ پارٹنرز لوگوں کی قیمتی چیزیں یا پیسے ہڑپ کر لیتے ہیں، اور کمپنی نہ تو شکایات کا جواب دیتی ہے اور نہ ہی کوئی کارروائی کرتی ہے۔",negative
کریم کی سواری کا کرایہ سکرین پر دکھ رہا تھا,neutral
کریم کا پرومو کوڈ استعمال نہیں ہو سکا,neutral
وٹساپ نمبر اور ڈیموز میرے پیج پر ہیں,neutral
very fast and safe delivery i like so much,positive
OLX pe cheez milti bhi hai aur kabhi waste of time bhi ho jata hai,neutral
Alibaba product reviews section mein comments the,neutral
کچھ چیزیں منگوائے ہیں دیکھتے ہیں دراز کتننا سچا ہے,positive
daraz is best app,positive
nasrllaha,positive
OLX par used items zyada hain,neutral
ماشااللہ اس ایپ سے مجھے بہت آسانی ہوتی بل ادا کرنے اور پیسے بھیجنے اور سیونگ کرنے میں شکریہ اس ایزی پیسہ ایپ کا اور اس ایپ کو بنانے والا کا بھی شکریہ,positive
ایزی پیسہ کی سہولت دیہات میں بھی پہنچ چکی ہے,positive
JazzCash se bills pay karne par fees lagti hai,neutral
یہ ایک اچھی چیز ہے,negative
فوڈ پانڈا کا آرڈر کینسل ہونے کے بعد ریفنڈ کا عمل بہت سست,negative
دراز پر نئی پروڈکٹس کی فہرست اپ ڈیٹ ہوئی,neutral
کوئ جواب نہیں,negative
Sui Gas ka bilal me 3 bar meter reading galat ayi hai,negative
"Daraz ne mera order cancel kr diya, paise wapis nahi mile",negative
YouTube ads bahut zyada aa rahe hain har video mein,negative
Careem ka chat option kabhi fast hota hai kabhi slow,neutral
میرے موبائل میں ایزی پیسہ آپ ڈان لوڈ نہیں ہوتا ہے کوئی,positive
goo 😁,positive
best for shopping 🛒,positive
best selling and buying app i like it,neutral
اسحاق,positive
"لَقَدْخَلَقْنَا الْإِنسَانَفِي أَحْسَنِ تَقْوِيمٍ ۔
اور ہم نے اِنسان کو بڑا ہی خُوبصورت پیدا کیا ہے! بیشک♥️🫶🏻",neutral
faster,positive
daraz application khatam hai service inki nakammi aur sust hai agent in ke dramey baaz hain jhooti tasalliye detey hain aur delivery charges barha diye hain saari kasar delivery pe nikaal lety hain...😖😡👎🏻👎🏽👎🏻👎🏽,negative
اس میں ای میل کا مسلہ ا رہا ہے,negative
supar❤️‍🔥👍,positive
faltu akta app,negative
help center not opening,neutral
very nice jazz,positive
بہت مفید ایپ ہے ۔اج بہت خوب خوشی ہوئی کہ میرے ساتھ جو مسلہ درپیش تھا اس کو بہت خوش اسلوبی کے ساتھ حل کر دیا ۔میرا مشورہ ہے کہ آپ ضرور اس ایپ کو استعمال کریں 🌹,positive
Mailchimp newsletter template design options available hain,neutral
good one,positive
فوڈ پانڈا کی ڈلیوری فیس مختلف علاقوں میں مختلف ہے,neutral
worst worst worst,negative
گھٹیا ترین,negative
پیسے کمانے۔کلیے,positive
"Bykea ka driver ne ride cancel kr di, aur koi ride bhi nahi mil rahi",negative
یوٹیوب ولاگ سے نئی جگہوں کے بارے میں دلچسپ معلومات ملیں,positive
worst kind of delivery rider!,negative
Snapchat filters daily update hote rehte hain,neutral
Drip workflow builder interface user friendly lagta hai,neutral
کے الیکٹرک کی شکایت کا نظام آن لائن دستیاب ہے,neutral
Microsoft Office subscription auto renewal notification late aya,negative
"Daraz pe refund process bohot lamba hai, ab tak paisa nahi aaya",negative
Bykea ride ka kiraya thoda different tha aj,neutral
واٹس ایپ میں ڈکومنٹ شیئر کرتے وقت فائل کوالٹی کم ہو گئی,negative
جی بہت اچھا,positive
nice amazing,neutral
❤❤❤❤❤❤❤❤❤,positive
love.s.,positive
کے ایم سے کھیلے ہوئے پیسہ وصول کرنے کا طریقہ,positive
ایزی پیسہ میں بینک اکاؤنٹ لنک کرنے کا آپشن ہے,neutral
OLX pe fake ads bohot hain aur verification proper nahi,negative
ایزی پیسہ شاپ کیپر نے سروس فیس کے نام پر اضافی پیسے لیے,negative
muhammad zulqranain urf ملنگ,positive
OLX seller ne fake product dikhaya aur price bhi high tha,negative
YouTube par subtitles ka option hota hai,neutral
excellent💯,positive
love you easypaisa app,positive
OLX par ads ki categories hain,neutral
mujy qarz farham keya jaey plez,negative
ایزی پیسہ میں اکاؤنٹ ایکٹو ہونے میں وقت لگتا ہے,neutral
jb ride book krte hein to location sahi nhi batata bykea or aksar aisa hota he k rider sahi location per nhi aa pata iske nisbat yango boht achi app he her aitbar se or location bilkul perfect btata he,negative
سائیکل کاباھی سسٹم,positive
order hi place nhi horha error arha hn kafi dino sa,negative
goosff job,positive
great..!!,positive
"rent a car ....!! i have purchased 5 power boost add which cost rs. 10850. but after 5 calls, no call came and i have already done future add twice before that but it did not help. میرا مشوارہ ہے کم رقم لگانے والے یعنی 10 یا 20 ہزار کا پکیج کروانے والے کو کوئ فائیدا نہیں ہوگا اس سے ذیادہ رقم کا پیکج کروائیں۔میں اپنے 2 نمبرذ پر پیکج لگوا چکا ہوں۔",negative
new update is very worst,negative
السلام علیکم گزارش ہے کہ آگے چل کر کوئ چارجز نہ بڑھاے جائیں,positive
گھٹیا اور چور کمپنی حرامی پن میں نمبر 1 کمپنی,negative
some time good some time no good,negative
بہت اچھی طرح کام کر رہی ہے,positive
weldon app,positive
plz update my jazz cash,negative
"it is a fraud company, stealing driver's money from driver's partner app. i applied for money withdrawal rs.220 from my partner app, it did not come in my easy paisa account and were stolen by bykea.",negative
Easypaisa ke bill payment ka option straightforward hai,neutral
Careem ka driver details kabhi kabhi galat hoti hain,neutral
کریم والیٹ میں رقم جمع کرانے کا واحد طریقہ کریڈٹ یا ڈیبٹ کارڈ کا ہے۔ جبکہ اکثر کریڈٹ کارڈ اس طرح رقم بھیجنے سے انکار کرتے ہںبں بشمول ایزی پیسہ اور جاز کیش۔ اگر ایزی پیسہ یا جاز کیش ایپلیکشن سے رقم جمع کرانے کی سہولت دستیاب ہو جائے تو اس ایپ کے استعمال میں بہت آسانی ہو سکتی ہے۔,neutral
ماشاء اللہ,positive
بينصب ع العملاء,negative
mera sara time zaya kar dia mai samaj ra tha kai 1% aap ko ad feature karnay ka daina paray ga magar sirf free ad b lagao gai tou us ka b sale honay par 1% in lantion ko daina paray ga or feature kai kiay tou bohot zaida paisay mang rahy hain highly not recommended lanat hai tumhary upar fakiro,negative
চ**** ভাইয়া,positive
سوئی نادرن گیس کا لیکج کی اطلاع کے بعد کوئی ایکشن نہیں لیا,negative
nice 👍🏻🙂,positive
پی ٹی سی ایل کا انٹرنیٹ کنکشن کبھی کبھی سست ہوتا ہے,neutral
Thunderbird email setup complicated hai beginners ke liye,negative
complete nonsense ❌,negative
good driver,positive
afaq ch bj,positive
Daraz order ka status 'in transit' show ho raha tha,neutral
loan lia howa tha shukar hy kata nhe 😂😂🤣🤣🤣,positive
بہت اچہا,positive
"Careem captain ne ride cancel kar di last moment pe, time waste hua",negative
v good service,positive
جیز کیش ایپ کبھی اپ ڈیٹ کے بعد بہتر اور کبھی بدتر لگتی ہے,neutral
InDrive pe driver ne pehle accept kia phir kaha traffic bohot hai,negative
meri app q nahi khul rahi kia msla hy,negative
০১৯৭৭৩৩৯১৩৫,positive
fast delivery,positive
ویری نائسok,positive
کے پی کے کی صحت ڈپارٹمنٹ کی ویب سائٹ اکثر اکسیس نہیں ہوتی,negative
دراز پر ایک ہی چیز کے کئی رنگ ہیں,neutral
zabberdast,positive
InDrive par rideshare ka option bhi hota hai,neutral
best😎😎,positive
InDrive mein driver accept karne ka wait karna parta hai,neutral
کچلاک سےہو می080880,positive
GetResponse customer support response delayed hai query resolution mein,negative
kmaaal ❤️❤️❤️❤️,positive
دراذ کی سیل میں زیادہ رش تھا,neutral
ConvertKit email sequence timing settings adjust kiye,neutral
کریم میں اردو زبان کا اندراج کیجئے,positive
kashf,positive
زبردست بہت خوب جناب بہت خوب,positive
আপনাদের এরিয়া বাড়ানো উচিত।,negative
OLX deals buyer aur seller dono par depend karti hain,neutral
Easypaisa par account ki history dekh sakte hain,neutral
🫴🏿🫴🏿,positive
আপনাদের ডেলিভারি চার্জ বেশি কম করেন,positive
Bykea ka driver rating system hai,neutral
fair,negative
good vvv good,positive
good exlient,negative
app zabardst hai par kuch dino se app open he nhi ho rhi 😕 pta nhi keyun. app apn kro to kuch der tak olx logo ata phir back ho jati 🤔,negative
نایس,positive
بهت اچهے,positive
عمدہ,positive
is ki chat work hi nhi kr rahi update k baad,negative
رررڑڑ,negative
YouTube par comments ka section hai,neutral
بہت اچاہ ایپس,negative
iphone xr na hi hikla us ke ja ka soap 🧼 nikla ha,negative
Easypaisa wallet se payment instantly ho gayi thi,neutral
bahot acha hy likn yar munafa nhi dwta he aghr deta to bahot acha hota,positive
"bad customer care , app deleted",negative
so good 😊,positive
سوئی گیس کا انسپکٹر ماہانہ میٹر چیک کرتا ہے,neutral
او ایل ایکس پر کچھ لوگ ایماندار اور کچھ نہیں ہوتے,neutral
اوقات كتير مش بيكون متوفر عربيات وبضطر استخدم برامج اخرى,negative
okay,positive
مناسب ایپ ہے,positive
پی ٹی سی ایل کا ڈیٹا رولوور کا فیچر مفید ہے,neutral
Asus router connection drops frequently multiple devices connect karne pe,negative
pakege boht zaiada costly kr diya ha,negative
یوٹیوب پر ویڈیو کی لمبائی کچھ زیادہ ہے,neutral
بائیکیا کی بائیک میں ہیلمٹ کا انتظام ہوتا ہے,neutral
بائیکیا کی بکنگ تیز اور بالکل آسان ہے,positive
عدم الالتزام بالمواقع والطلبات,negative
بائیکیا میں ڈرائیورز کی تعداد کم ہوتی ہے,neutral
ھگجھخن,positive
goooooddd,positive
دراز پر چیزوں کے ریویو نظر آتے ہیں,neutral
meny issy zada ghatya app nh dekhi ye sirf pagal bana rahi hai dhoka de rahi hai or kuch nh mangao kuch deti kuch hai chotiya app meri nazar me aj ky bad isko use nh karo ga delete karoga report karoga taky block ho jae,negative
mia aik parcel order kia badly mai inhon my aik shopping bag bhj diya pesy b ley leye or beach mai note likh diya k apka order available nahi tha to hum ny bag bhj diya. agr order available nahi tha to q parcel bhja chotiya logo.. agr mainus mai rating hoti to -0.000 rating deta,negative
اولیکس پر خریدار اور بیچنے والے دونوں جلدی رابطہ کر لیتے ہیں,positive
بہت خوب۔,positive
دراز پر ڈیلیوری وقت سے زیادہ لیٹ تھی,negative
good guy,positive
after update jun 2025 app is slow,negative
Adobe Creative Cloud trial limitations frustrating hain professional use ke liye,negative
"OLX par fraudsters active hain, safe nahi feel hota",negative
اې ون,positive
easypisa,positive
i like darás pk,positive
zeemeedar,positive
most stupid app i ever used .,negative
FoodPanda ka rider punctual tha aur polite bhi,positive
"FoodPanda ka khana thanda ho gaya tha, aur delivery boy rude bhi tha",negative
بائیکیا کا ڈرائیور ہیلمٹ نہیں پہن رہا تھا اور ٹریفک رولز نہیں مان رہا,negative
Discord server invite link share karne ka feature hai,neutral
ٹک ٹاک پر پرانی ویڈیو دوبارہ سامنے آئی,neutral
نئے گھر میں آ کر عروب کی بھی جگہتیں start ہو گئی ہیں پچھلے ولاگ میں اس نے ضیاء پہ طنز کیا تھا آج اس نے منیب کا مزاق اڑایا ہے کچھ تو گڑ بڑ ہے😢,neutral
nice service 👌,positive
imranali for,positive
کریم کی سروس کبھی اچھی کبھی مایوس کن ہوتی ہے,neutral
Daraz reviews se kabhi product sahi guess hota hai kabhi mislead,neutral
Careem ka app interface purana sa hai,neutral
اسے مزید تجزیہ کاروں کی ضرورت نہیں,positive
i love you jazz cash,positive
کریم کی پروموشن آفر واقعی فائدہ مند رہی,positive
یے ایپ کسی کام کا نہیں اس میں اردو ہے ہی نہیں اور کام بھی صحیح نہیں کرتی اسے بند کرکے پہلے والی اپلیکیشن دی جائے,negative
الموقع عندهم غير دقيق والسعر بتغير بعد الحجز,negative
perfect 🥰❤️,positive
pakistan zindabad 🇵🇰,positive
good 👍😊👍😊,positive
بائیکیا کی بکنگ فوراً ہو گئی ہے,neutral
walang nalabas na foods sa lugar namin. kainis.,negative
پنجاب ریونیو ڈپارٹمنٹ کی ویب سائٹ پر پراپرٹی کی ویلیویشن غلط,negative
بہت اچھا ہے یہ ایپ,negative
سخی درویش بابا گھنڈی بادشاہ,positive
ماشاءالله,positive
"fraud alert foodpanda (chor) i ordered from kababjees using a pkr 3,000 voucher. the rider marked it delivered but i never got my order. no rider contact, no support help. huge inconvenience and loss! kindly refund my money or resolve this urgently, i will have no choice but to pursue this matter legally and file a case against foodpanda. order #llqc-2535-r5uu date on 27-aug 15:34",positive
january in my,positive
فوڈ پانڈا پر ریستوران کی درجہ بندی ہوتی ہے,neutral
inza yousaf,positive
মোটামুটি ভালো,positive
تطبيق ممتاز وأسعار رحلات ممتازة في المدينة انصح باستخدامه excellent rates in madinah,positive
Bykea driver ne call karke route confirm kiya,neutral
فوڈ پانڈا کا آرڈر ٹریکنگ غلط لوکیشن دکھا رہا تھا,negative
کے الیکٹرک کے عملے کا رویہ بل کی تفصیلات سمجھانے میں غیر تعاونی,negative
making fools pickup 1min,negative
شکریہ اکاؤنٹ بنائیں,negative
گھٹیا سروس رائڈر پانچ منٹ کا کہہ کر آدھا گھنٹہ لگا دیتے ہیں اپنے مقام کو منتخب کرنے کے بعد جو رقم ہم کسٹمرز کے پاس آرہی ہوتی ہے اس سے ڈبل کیپٹن لے لیتا ہے حیرت کی بات یے کہ اس کےپاس ڈبل رقم آرہی ہوتی ہے بے غیرت دھوکے باز سواری کینسل کے پیسے کاٹتے ہیں اپنی غلطیوں خامیوں دھوکے بازیوں پر نظر نہیں رکھتے,negative
Bykea ride complete hone ke baad receipt mil gaya,neutral
ایپ بہُت اچھی ہے,positive
ایزی پیسہ کا پن کوڈ بھولنے پر ری سیٹ کیا جا سکتا ہے,neutral
nyc...................!!!,positive
best online store,positive
جی ٹھیک ہے,positive
جیز ورڈ انسٹال ہو گیا اور جیز کیش انسٹال نہیں ہو رہا ایک ہی وقت میں ایک ہو گیا اور دوسرا نہیں ہو رہا ہو,neutral
SNGPL ka gas bill online portal par daikha gaya,neutral
great caption🥰,positive
"masyadong mahal delivery fee, nagiiba",negative
میرا اکاؤنٹ لاک نہیں آن ھوتا ج,negative
"Easypaisa mini app features helpful hain, recharge aur shopping easy hogi",positive
التعامل بكون كثير سيئ وسيئ لاسوء علما اني بتعامل معاهم من اكثر من ٣ سنوات ولكن حاليا كل الاشكاليات صار يتحملها الزبون مره الاكل اصلا ما وصل وما اتسلمته وصارت جدا دارجه الاكل يوصل بارد ومشاكل اخر بشكل عام داااائما الزبون بتحمل المسؤليه واخيرا حتى برغم طلبي للتواصل مع الاداره ولا مره اتواصلوا معي,negative
Daraz app par order cancel krne ka option tha,neutral
reset,negative
بائیکیا میں رائیڈ شیئرنگ کا آپشن کبھی دستیاب نہیں ہوتا,negative
"Bykea rider ne parcel dus din baad deliver kia, unacceptable",negative
اولیکس پر اشیاء بیچنا اور خریدنا دونوں سہولت سے ہوتے ہیں,positive
sabse behtarin darwaja per shopping mall mein pakistan mein,positive
WhatsApp par profile picture lagane ka option hai,neutral
jab kuch mangwana hota tab unavailable hota faida nhi thora sa tou apni application dekho problem q kr rahe,negative
PTCL ki website par bill ki duplicate copy download ki,neutral
lovely,positive
disgusting app👎,negative
تبلیغ کے سفر میں ماشااللہ بہت کام دیتا ھے,positive
superb ride bykea,positive
یوٹیوب ریویو نے فیصلہ کرنے میں مدد دی,positive
Careem ki app ka size ziada hai,neutral
Daraz return request aj approve ho gayi thi,neutral
"Careem app hang ho gayi trip ke darmiyan, bohot problem hua",negative
ایزی پیسہ میں ماہانہ اسٹیٹمنٹ ڈاؤن لوڈ کی,neutral
عمران عامر,positive
"Careem ka driver time pe nahi aaya, ride cancel krna parhi",negative
meet satg last month scam hua olx py maine mobile ki add lgai. ak larka larka gari mai aaya or usny bari he chalaki si mera mobile chori kr liya. or bi mazeed aisy scams olx py horhy hain. olx team ko chayie ky har olx account bnany waly ka id card apny pass rakhy then account buy/purchase ka option user ho mily. id card ky bina koi bi banda olx py account na bna saky. bcz kafi olx py ads scamers ki bi lgi hui hain.,negative
star,positive
اچھاھے,positive
کصجضججضججوجصججصجصجصجوججوجصججوجوججوججوجوج,negative
ghatya tareen update hy filters kam nahi krty location koi do cheezyn kahi or ki aati hyn,negative
gr8 سروس,positive
olex open nahin ho raha help please,positive
یہ ایک اچھی ایپ ہے,positive
ek ghanta lg jata he open hone me or pkgs wagera bi boht mehnge hen jezz k,negative
آپ کی عیب بہت زیادہ ہینگ کرتی ہے عیب کام کرنا چھوڑ دیتی,negative
Easypaisa se bill pay kia lekin duplicate charges lag gaye,negative
"FoodPanda par restaurant variety bohot hai, naye cuisines try karne ka maza ata hai",positive
nice app i like it 👍,neutral
intihai ghatiya aap hy olx ab har update par mazeed ghatiya hoti hy msg send kro to agly tak pohncha hi nhi hy ya khud ka send hoa msg hi gayab ho jata hy very bad,negative
السائق كان خلوق جدا والرحلة ممتعة,positive
YouTube par video ki speed adjust ho sakti hai,neutral
زبردستی,positive
اسوء تطبيق واسوء تعامل واسوء نظام.. عندهم النصب عينك عينك,negative
Spotify playlist shuffle mode on kia tha,neutral
بيسٽ,negative
"fraud scam alert 🤬 i ordered a mobile cover but i didn't receive it and the shopkeepers say it has been delivered and i had already paid them the money. the laundry people are here.there are no rules for anyone, if someone cheats someone, they will keep doing it.",negative
ایزی پیسہ میں پیسے ٹرانسفر کرنے کے بعد کٹ گئے مگر نہیں پہنچے,negative
ایزی پیسہ کی موبائل ٹاپ اپ سروس میں غلط نمبر میں بیلنس گیا,negative
maarte mga riders kinakansel order kapag di trip yung location ng pagddeliver-an korni,negative
JazzCash se fees pay ki thi par system pe reflect hi nahi hua,negative
Dell laptop fan noise disturbing hai quiet environment mein,negative
app not installed,negative
بہترین۔ایپ۔بہت۔ہی۔محفوظ۔ایپ۔ہے,positive
fast delivery ..,positive
baba rajpoot592 vehari,positive
nag top up ako 200 sa panda pay pero di pumasok sa account ko,negative
InDrive pe driver ne aakhir mein kaha k aage bohot traffic hai,negative
Easypaisa ka helpline kabhi helpful hota hai aur kabhi busy line milti hai,neutral
فوڈ پانڈا میں ریستوران کا مینو مکمل تھا,neutral
بائیکا کی سواری بعض اوقات وقت پر ملتی ہے,neutral
all da best app,positive
daraz doing fraud in the name of bank discount. they offer unionpay card discount but actually transaction struck at payment processing. when you call daraz.pk they....,negative
bike ride show ni ho rhi apko aik ghanta is application ko samajhna parega phir apko ride mil jae shayed very hard not satisfied user friendly nahi like yango is very easy,negative
Microsoft Office subscription status account mein check kia,neutral
یہ سٹور اپنی مرضی سے کرتے ہیں لوڈ ناصر علی مہاروالی پاکستان پنجاب بہاولنگر پنجاب بلیک میل کرتے ہیں دربندی کا پتہ نہیں مالک ناصر علی میرا لوڈ نہیں کرتے,negative
it is good,positive
"this app is very bad, i book a trip and the captain not arrived and he cancelled now i can't book again because i have outstanding payment when i try to book a trip it will add on my fare thats horrible thing this app is fraud",negative
good and esay,positive
بائیکیا کی سروس بہت اچھی ہے۔,positive
ٹیلی نار کا پیکیج ایکٹیویٹ کرنے میں کئی بار کوشش کرنی پڑی,negative
اچھا لگا,negative
بیس سال مارکیٹ رنگ,positive
"one star is too much for you because i booked a taxi for 31 rials, when i arrived at my destination, i was asked for 40 rials, which is a fraudulent company.",negative
👍👍👍👍💯,positive
always,negative
good good,positive
worst bykea service.inke app sahe kam nae karti ap pickup location dalo he drop location pe wohi auto dal de ge.,negative
FoodPanda ka rider plastic bottle alag carry kar raha tha,neutral
میزان بینک ایپ پر لاگ ان کی ہسٹری ظاہر ہو رہی ہے,neutral
"সব থেকে নিকৃষ্ট, সাইট",negative
good but very bad also darraz holding fraudulent sellers who easily frauded people's i have been got many time frauded by sellers ....,negative
دراز پر واپسی کا عمل پیچیدہ ہے,negative
ان ڈرائیو میں اردو فلموں کا انتخاب بہت کم اور پرانا ہے,negative
GetResponse landing page builder limited customization options provide karta hai,negative
Daraz par feedback review check kar sakte hain,neutral
mehmoodali,neutral
یوٹیوب پر شارٹس ویڈیوز ہیں,neutral
بائیکیا نے وقت پر پیکج پہنچایا,positive
کریم کا ڈرائیور خوش اخلاق اور مددگار تھا,positive
excellent !!!,positive
ان ڈرائیو کی اکثر فلمیں آدھی میں رک جاتی ہیں,negative
فوڈ پانڈا پر ریستوران کا مینو دیکھا گیا,neutral
5 start vip wapsed,positive
اغلب السيارات غير مكيفة وغير نظيفة للاسف وليست كما كانت قبل سنوات مضت,negative
nice.....daraz,positive
کھوسہ زاأوال,positive
hi hi,positive
دبئی اسلامک بینک کا انٹرنیٹ بینکنگ لاگ ان کرنے میں سیکیورٹی ایشو,negative
poor,negative
K-Electric ka online bill portal maintenance par tha,neutral
FoodPanda ka discount kabhi work karta hai kabhi nahi,neutral
Daraz par har category ke products available hain,neutral
بائیکیا سواری نے پک اپ پوائنٹ پر رابطہ کیا,neutral
Easypaisa ki customer service se baat karna mushkil hai,negative
جیز کیش کے ڈپازٹ کا عمل تیز رفتار ہے,positive
Easypaisa recharge process mostly smooth hai lekin kabhi error aa jata hai,neutral
InDrive mein price kam karne ki koshish hoti hai,neutral
naysbsiky,positive
"Easypaisa QR payment feature bohot convenient hai, dukaan pe easy pay ho jata hai",positive
فوڈ پانڈا پر ہر بار تازہ کھانا ملا ہے,positive
ood job,positive
a1زبردسته ایک نمبر,positive
بائیکا کی بائیک کبھی آرام دہ کبھی نہیں ہوتی,neutral
varry esay app nic,negative
یوٹیوب پر ایک چینل کو بلاک کیا گیا ہے,neutral
ایزی پیسہ ایپ کا اپ ڈیٹ ابھی نہیں آیا ہے,neutral
میرے ایک 10000000کروڑ کا جائزہ ہیں,positive
good working best wallet app of telenor,positive
ظاہر اللہ,positive
YouTube app dark mode aj enable kiya,neutral
sobrang nakaka tanginis may sket ako tapos ibibigay niyo kulang na order! tapos yung takoyaki pinaglaruan! hiwa hiwa pa! sobrang baboy niyo naman !! nakakahiya pa kay kuya rider !! pinabalik ko pa sa inyo pra kunin order ko binayaran ko pa si kuya sa pagkkmali niyo!!!! palagi naman ako nabili sa inyo sa personal okay naman bakit pag delivery ganyan pala!!nakakainit ng ulo sobra,negative
"FoodPanda support ne complaint ignore kar di, bilkul help nahi ki",negative
کریم سواری کی آمد کا تخمینہ وقت 15 منٹ تھا,neutral
90% scam,negative
v good 👍,positive
دنیا مکافات عمل ہے,neutral
OLX account verification ka sms turant aya tha,neutral
کریم ڈرائیور بعض اوقات رویہ اچھا اور بعض اوقات نہیں رکھتے,neutral
no good,negative
bad experience koi saman nhi bikta sub time pass log aate hy,negative
خدمة العملاء فى منتهى السوء،لا يحلون المشاكل بل يعقدوها اكثر وكثيرا ما يردون على رسائل الشكاوى دون تفهم موضوع الشكوى ويكررون عبارات لا تحل اى مشكلة ويرفضون التوصيل بمشرف عند الطلب..كما انهم لا يردون على الهاتف الا اثناء الرحلة او بعدها بساعة فقط وتظل المراسلات وقتا طويلا دون رد على التطبيق، وبالإضافة الى ذلك فإن سياسة الغاء الرحلة بالنسبة للسائقين مفتوحة دون اى قيود مهما طال الزمن وبعد طول انتظار العميل يتم الالغاء،اما بالنسبة للعميل فيحملون العميل رسوم بسبب الالغاء ودون انذار فيتوقف حجز الرحلات,negative
hamidi good,positive
پی ٹی سی ایل کا نیا ٹیرف دیکھا گیا,neutral
