text,sentiment
اسلام علیکم ، محترم ، بہت اچھا کام کر رہے ہیں ، جزاک اللّه، لیکن پہلے (دس روپے) لیتے تھے لیکن اب (تیس روپے) لیتے ہیں اس کی سمجھ نہیں آئی کہ کیوں لیتے ہیں ، جزاک اللّه ،,positive
Bykea ne parcel galat address pe deliver kar dia,negative
زبردست آپ ہے,positive
YouTube reviews kabhi genuine lagte hain aur kabhi overhyped,neutral
open ni horha plz help me,negative
khan king,positive
بائیکا کے کرائے مناسب اور جیب پر ہلکے ہیں,positive
ملک شیخان,neutral
JazzCash debit card ka design stylish bhi hai aur kaam bhi smooth karta hai,positive
jgtig hi,negative
بہت بہت اچھا ہے 😀,positive
i am unable to use the credit in scooter rides although i choose careem pay wallet option when book a ride why it works only in car rides it doesn't make sense that's clear fraud,negative
بہت عمدہ ہے,positive
الاسعار على كريم اعلى من الاسعار على طلبات بشكل عام,neutral
achi h ماشاء اللہ کافی بہتر ہے,positive
محمد شاہد,positive
bahi ride ka 450 rs bana th or ride wala bhi na 500 ka 500 hi rakh liya. ma ofline ho gaya waha ja ka 600 rs do. it app not usefull,negative
بہت ا ھی ایپ ہے ماشاءاللہ,positive
Careem ka fare thoda zyada lagta hai lekin ride service theek hai,neutral
slw network,positive
abbaslio,positive
not usable,negative
ایزی پیسہ ایپ میں حالیہ لین دین کی تفصیل دیکھی جا سکتی ہے,neutral
بائیکیا کے ذریعے سامان جلدی پہنچ گیا، ڈرائیور بھی خوش اخلاق تھا,positive
لوڈ ھی نھین ھورھس,negative
نہے چلرہاہی جیز کیش رن ٹائم استثناء آرہاہی,negative
bohat acha aap he,positive
extra charges demand krty rider,negative
جاز کیش,positive
best ...,positive
rahatrazzq,positive
aŵè7,positive
good excellent work,positive
"Bykea rider ne parcel dus din baad deliver kia, unacceptable",negative
ماشاء اللہ اچھی سروس ہے,positive
terbaik,positive
جیز کیش سے ادائیگی موبائل ایپ اور دکان دونوں پر کی جا سکتی ہے,neutral
always,negative
لو في أقل من نجمة يستحق,negative
جاویدعلی,positive
بکواس,negative
bahot acha app hai,positive
دراز پر ریٹرن پالیسی کا عمل بہت مشکل اور وقت لینے والا ہے,negative
👍 good job,positive
excellent services,positive
اسوء برنامج اتعاملت معاه كابتن اخد الفلوس و محطهاش و مش عارفه اتواصل مع حد بعت ان معايا مشكله ولا حد رد وحاجه قرف هثق فيكو ازاي او حتي اطلبكو تاني وانتو ابسط مشكله حتي ما اتكلمتوش و حاولتو تحلو,negative
good work 👍,positive
sometimes i get broken things that i had ordered.😭,negative
👍👍👍👍,positive
اس بندے کو دکھاوا مار گیا جب 10cr کا گھر دکھائو گئے تو یہی ہی ہونا تھا لیکن جو بھی ہے ظلم ہو رہا اس کے ساتھ😢,neutral
ڈکی بھائی الله تعالٰیٰ آپ کیمدد ضرمائیں آمین❤,neutral
دراز پر بڑی سیل کے دوران رش زیادہ ہوتا ہے,neutral
great app fantastic app,positive
"Careem captain ne long route nahi lia, fair accurate tha",positive
a ghaffar,positive
jaza marri,positive
tnx daraz,positive
yes yes,positive
দারাজ সম্পূর্ণরূপে ফেক লাইভ গিভওয়ে করে । সম্পূর্ণরূপে প্রতারিত করছে লোকজনকে । দাম কম দেখায় আসলে তারা দাম কমায় না 😡😡😡😡😡😡😡😡😡 আমি একটা পণ্য 99 টাকায় কেনার পরেও দারাজের মেসেজে এটার সম্পূর্ণ দাম দেওয়া হয়েছে। এটা প্রতারণা নয়তো কি । দারাজের কাছে এটা প্রত্যাশিত ছিল না 😔😔,negative
great app easy paisa,positive
سعر و امان ممتاز,positive
اسلام علیکم جناب، اس میں سب ٹھیک ہے لیکن اردو زبان کی کمی ہے جسے ہو فون ایپ میں اردو زبان ہے اس طرح اس ایپ میں بھی ہونی چاہیے، شکریہ,negative
یہ پروڈکٹ بازار میں بھی دستیاب ہے اور آن لائن بھی,neutral
গুষ্টি চুদি,negative
بائیکیا ایپ پر سفر کی تفصیل بکنگ کے بعد آ جاتی ہے,neutral
یوٹیوب وڈیو کی کوالٹی اعلیٰ تھی,positive
ehsanahmedkhan oyeves,positive
گریٹ,neutral
ایزی پیسہ بولک ھوگی کب کی ابھی تک نہیں کھلا بہت کچہ کیا برائے مہربانی کر کے مج بتائیں میں کیسے کھولو میرے پیسے بھی ھے اس میں فیس بک میں جاکے دیکھا کوشش کی کھولنے کی نہیں کھلا,negative
کریم شہر کے مختلف حصوں میں سروس فراہم کر رہا ہے,neutral
ایزیپیسہ ایپ بغیر نیٹ کے چلنی چاہیے جب کبھی ہم نے پیکج لگانا ہو تو ایزیپیسہ ایپ کا پیکج نہیں ہوتا اس کو اتنا چلنا چاہیے تاکہ ہم کوئی پیکج وغیرہ لگا سکیں,positive
فوڈ پانڈا کی رائیڈر نے آرڈر مسکراتے ہوئے دیا,positive
covickly service,positive
اسلام علیکم سعد بھائ جان میں حیبر پحتون نحوا کے علاقے بونیر سے تعلق رکھنے والا ہوں میرا اپ سے ایک عاجزانہ درحواست ہے یہاں بونیر میں سیلاب ایا ہوا ہے اور بہت ہی حطرناک قسم کا سیلاب ہے اس سیلاب میں تقریبا 210 لوگ شہید ہوے ہے اور بہت ہی لوگ ابھی تک لاپتہ اور کروڑوں کا نقصآن ہوا ہے پاکستان کی تاریح میں ایسا سیلاب کھبی نہیں ایا ہوگا  بہت سے لوگوں کے گھریں زمینوں تلے لوگوں کے ساتھ دفن ہوچکا ہے اور تقریبا ایک گھر میں 28 افراد اور ہر دوسری گھر میں 5 یا 6 افراد شہید ہوچکے ہے اللہ کی طرف سے ایک ازمائش تھا مگر لوگوں کے گھر ابھی موجود نہیں ہے اور ہم سب ملکر ان لوگوں کی مدد کریں گے یقینا اپکو اس واقع کا علم ہوگا اگر علم نہیں ہے تو میں نے اپکو بطور زمہ دار انسان /مسلمان اگاہ کرلیا کیونکہ اپ لوگ  سوشل میڈا کے بدولت ان ضرورت مند کی مدد کی جاسکتے ہے  اور یہ دن ہر کسی پر اسکتا ہے اسلے اپ سے عاجزانہ درحواست ہے کہ اگر اپ مدد کرنا چاہتا ہے تو مجھ سے رابطہ کرسکتا ہے میں اپکو مزید اگاہ کرسکتا ہوں,neutral
اچھی ایپ کو ضرور آزمائیں اور ٹیکنالوجی سے مزید فوائد حاصل کریں شکریج,positive
ابليكشن سيء وخدمة عملا سيئة والتعامل بطيء جدا فقدت شيء في العربية وتواصلت معاهم بعد ما نزلت ب ٥ دقايق وقعدنا نتواصل ٣ ايام وطرق التواصل بطيئة وفي الاخر عايزني ابعتله أوبر استلم الحاجة,negative
bekar,negative
بائیکیا زیادہ تر موٹر سائیکل سواری کے لیے استعمال ہوتی ہے,neutral
pictures nhe khul rahin daraz mai review pictures,negative
ہمیں سمجھ نہیں ارہی اپ کو کس پلیٹ فارم سے سپورٹ کریں میرے کو یہی سمجھ اتی ہے اس لئے میں اپ کے لوگ والے چینل پہ سپورٹ کر رہی ہوں ہم اپ کے ساتھ ہیں,neutral
"bad application they have scammed me on many trips and deducted the amount even though i did not cancel the trip. when the captain arrives, he cancels the trip without any prior warning, then the fraudulent company deducts the amount from me i do not advise anyone to download this application. i recommend bolt more due to its reliability and quality.",negative
بہت اچھی ایپ ہے اس سے فائدہ اٹھائیں,positive
اچھی ہے,positive
jhm.. .mkoio,positive
v. good,positive
shahroz jutt,positive
so best 😃,positive
nice aqq,positive
boht acahy hai,positive
مرچنٹ اکاؤنٹ کا ٹیکس ختم کرو ۔۔,negative
আপনাদের এরিয়া বাড়ানো উচিত।,negative
sach mein ek behtarin,positive
what is this picture hi upload nhi horahi roz new update dete ho kbi open nhi hoti kbi kia problem olx se ziada to fb store pr sale hojati hai cheez aur ye ad remove kro to pese mangty hein adsense adds se kama hi rahy ho feature ad se,negative
"Careem ne mujhe points diye jo discount mein convert hue, acha system hai",positive
"ہیلو بھائی سلام 
ہم مردان سے خاص طور پر فور ریسٹورنٹ آ گئے تھے آج بروز پیر 
بہت زیادہ بقواس سروس ہے 
گرمی بھی زیادہ تھی ارحم خان سے رابطہ کرے اور گیلا دور کرے",neutral
all good excellent service,positive
good drive best driver,positive
السلام علیکم سارا اپ بہت ہی کوئی ڈھیٹ قسم کے لوگ ہیں ہمارا مسئلہ حل ہی نہیں ہوتا اپنا کوئی واٹس ایپ نمبر سینڈ کریں وہاں پر آپ کو ویڈیو سینڈ کروں آپ کا جائز افس والے ہماری بات نہیں سنتے مہربانی ہمارا مسئلہ حل کیا جائے,negative
it was amazing,positive
Easypaisa ki customer service se baat karna mushkil hai,negative
"FoodPanda par restaurant variety bohot hai, naye cuisines try karne ka maza ata hai",positive
worst service. order hi place nahee hou rha💩,negative
یہ نہیں ٹھیک,negative
اچھی ھے بھت اور تقریبا آسان بھی,positive
4سال ھوگے,positive
good 👍 mazey,positive
اسوء برنامج ممكن الواحد يستخدمه و خدمة عملاء سلبيه و هنصح كل الناس اللي اعرفها متستخدمهوش و عليه سواقين نصابين و حراميه,negative
batpar daraz ..,negative
نہایت عمدہ سروس ہے,positive
شفقت حسین کی تقاریر میں تو ہوٹل میں قیام پذیر تھے اور,positive
good good,positive
جی بہت بہتر,positive
السلام علیکم میں ایزیپیسہ کے بارے میں کچھ تجویز پیش کرنا چاہتا ہوں جو میرے خیال کے مطابق تمام لوگوں کے لئے مفید ثابت ہوگی وہ تجویز یہ ہے کہ اپ نے ہر موبائل پر جب بھی اس ایپ کو ڈاؤن لوڈ کرتے ہیں اور کسی نئے موبائل میں ڈال کر پھر اپنا اکاؤنٹ بحال کرنا چاہتے ہیں تو وہ فنگر پرنٹ وغیرہ کی معلومات لینا چاہتا ہے یہ نہیں ہونا چاہیے کیوں کہ اکثر موبائل اس کے فنگر پرنٹ کو اکسیپٹ نہیں کرتے جس سے کسٹمر کو ایپ کو استعمال کرنے میں دشواری پیش اجاتی ہے برائے مہربانی یہ اپشن روک دیا جائے,positive
FoodPanda par khanay ki quality down ho rahi hai,negative
i love you jazz cash,positive
ghtiya krdi 14 aug wali app bana ke,negative
Easypaisa aur JazzCash charges zyada different nahi lagte,neutral
Daraz par product variety bohot hai lekin quality har bar same nahi hoti,neutral
🤑🤑🤑🤑,positive
مائی فیورٹ ایپ ایزیپیسہ,positive
outstanding,positive
بہترین,positive
nice but 🙂,positive
بہترین سہولت ہے,positive
thank you easypaisa ❤️❤️❤️,positive
good 👍😊 app,positive
بائیکیا کا کرایہ پہلے سے زیادہ بڑھا دیا گیا ہے,negative
ood job,positive
جیز کیش پر کبھی فیس زیادہ اور کبھی کم لگتی ہے,neutral
فٹنگ,positive
bekaar customer support,negative
"JazzCash ka helpline number busy rehta hai, contact hi nahi hota",negative
اچھا ایپ ہے,positive
very disappointed daraz used to be a good shopping experience but now they're just fraudulent and scamming your money i'll never buy anything from daraz again,negative
ڈون لوڈ نہیں ھوتا,negative
good deals,positive
FoodPanda rider rude tone mein baat kar raha tha,negative
جیز کیش پر لین دین ہر بار کامیاب رہا ہے,positive
نايس,positive
phone k mutabik,positive
dear olx team please review the adds before it listed almost 80% of adds are operated by frauds please make sure 0% fraud the app is very useful for me,positive
perfect 👍🏻,positive
zabrdast,positive
ashir,positive
good 👍 service 💯,positive
ماشاءاللہ 🌹 ایزی پیسہ کامیاب موبائل اکاؤنٹ ہے آپ سب بھی ایزی پیسہ سے ایزی زندگی گزاریں,positive
بیسٹ ایپ,positive
pics open nahi hoti.,negative
"⭐️⭐️⭐️⭐️⭐️ আমি ফুডপান্ডা অনেক দিন ধরে ব্যবহার করি, এবং এটা আমার দৈনন্দিন জীবনের একটি গুরুত্বপূর্ণ অংশ। ঘরে বসেই খাবার বা প্রোডাক্ট অর্ডার করা সহজ হয়েছে। ডেলিভারি সাধারণত সময়মতো আসে এবং বিভিন্ন রেস্টুরেন্ট বা দোকানের বিকল্প পছন্দ করার সুযোগ আছে। অ্যাপটি ব্যবহার করা খুবই সুবিধাজনক এবং ইন্টারফেসটি সহজ, যাতে নতুন ব্যবহারকারীরাও দ্রুত অর্ডার করতে পারে। আমি বিশেষভাবে পছন্দ করি রেসপন্সিভ কাস্টমার সার্ভিস এবং অ্যাপের নিয়মিত আপডেট। ফুডপান্ডা আমার জীবনকে অনেক সহজ করেছে এবং আমি নিশ্চয়ই এটি অন্যদেরও সাজেস্ট",positive
-! 5,neutral
ایپ انسٹال کرنے میں,positive
اردو میں ترجمہ کر دیا جائے سب کچھ,positive
bihtareen,positive
Careem ne extra surcharges add kar diye without reason,negative
"Bykea rider ne route unnecessarily lamba le lia, fare zyada aa gaya",negative
یہ نا اہل ہے صحیح نہیں ہے اس میں اردو زبان نہیں,negative
easyoaisa app,positive
hera beta ooo,positive
muji scam garxa khate jasto kaam garxau khate haru offer vane rw rating badhau xau khate haru,negative
فری سروس دی,positive
i love you,positive
اسلام علیکم بھائی جان بہت ہی زبردست ہے,positive
it is good,positive
مجھے ایزی پیسہ اکاؤنٹ بنانا ھے بن نہیں رھا,positive
یوٹیوبر سعد الرحمان عرف ڈکی بھائی لاہور ایئرپورٹ سے گرفتار BREAKING NEWS بریکنگ نیوز سعد الرحمان کو نیشنل سائبر کرائم انویسٹی گیشن ایجنسی نے گرفتار کیا ARY NEWS Sunday ہلاک ملزم لاہور سمیت پنجاب بھر میں سنگین وارداتوں میں مطلوب تھا، سی سی ڈی🥺🤲,neutral
علی دوست,positive
فوڈ پانڈا کا کھانا کبھی ذائقے دار کبھی معمولی ہوتا ہے,neutral
نصابين بيسحبوا من الكارت بدون قبول الرحلة من سواق,negative
"Careem captain ka behaviour rough tha, uncomfortable ride hui",negative
nice experiece,positive
not good new version,positive
easy banking,positive
bekar h partners k liye bila fazool k paise kat dete hain or jo chat agent behte hue hain woh sab nakara h,negative
"i ordered food using this app, i used my card to pay for it. the restaurant did not have one of the items in my order, my order was cancelled and my money was never refunded. the helpcenter is full of fraudulent people.",negative
bahut bura nahin hai but achha hai itna bhi achcha nahin hai lekin achcha hai mujhe koi,positive
یوٹیوب چینل کی ویڈیوز نے میرا علم بڑھایا,positive
horrible and cluttered ui. pictures load nahi hoti reviews wali. search engine proper kaam nahi krti if u put spaces between words.,negative
অনেক ভালো,positive
so good 😊,positive
chaudhari 🤩,positive
tunggu oder nak dekat 2 jam ea hahahahahah,negative
الموقع عندهم غير دقيق والسعر بتغير بعد الحجز,negative
❤️ bhot kamal ki service hy,positive
مقبول,positive
ماشااللہ بہت اچھی ایپ ہے,negative
nic i love you,positive
kharab app,negative
nice app,positive
ممتاز وسريع,positive
فوڈ پانڈا پر مقامی اور بین الاقوامی دونوں برانڈز کا کھانا ملتا ہے,neutral
یہ نہیں کھلتا ہے,negative
အဆင်ပြေပါသည်,positive
وایٹسپ,positive
میراتجربہ یہ کہ دوران داراز کے علاقے ہیں انکی ڈلیوری کی وجہ سے بہت مہنگا پڑتا ہے مجھے اپنی دوکان کے لیے تقریبن ون کے جی کے پاکیٹ چاہیے تو وہ مجھے بہت مہنگے پڑہیں گے مجھے تقریبن120 کے جی چاول چاہیے تو میں یہ کس طرح منگوا سکتا ہوں اور ڈلیوری چارجز بھی کم ھو کیا ایسا ممکن ہے۔,positive
Ye YouTube vlogger ka style casual tha lekin review bohot informative laga,positive
بہت اشی,positive
آااااااااااا,negative
mera sara time zaya kar dia mai samaj ra tha kai 1% aap ko ad feature karnay ka daina paray ga magar sirf free ad b lagao gai tou us ka b sale honay par 1% in lantion ko daina paray ga or feature kai kiay tou bohot zaida paisay mang rahy hain highly not recommended lanat hai tumhary upar fakiro,negative
جیز کیش کسٹمر سروس بالکل مددگار ثابت نہیں ہوئی,negative
excellent app,positive
فوڈ پانڈا پر کھانے کی کوالٹی کمزور ہے,negative
یوٹیوب ویڈیو دیکھ کر کافی کچھ نیا سیکھنے کو ملا,positive
دے کے ع تے ءھگت,positive
nice 🙂👍,positive
doesnt refund your payment now. keeps getting worse,negative
valo,negative
মোটামুটি ভালো,positive
یہ ایک بہت اچھا کام ہے,positive
niec,positive
saddam hussain,positive
ماشاءاللہ ❤,neutral
کاش کہ یہ مفت ہوتا یا کم از کم کمزور نیٹ ورک پر بھی چلتا تو سونے پر سوہاگہ ہوتا کیا خیال ہے دوستو,negative
بھائی صاحب اس کی اصل قیمت (950000) سے شروع ہوکر (1000000) پر ختم ہوتی ہے۔ٹی سی ایل ایک چائنیز کمپنی ہے ،جو سیم سنگ سے سستی ٹی وی بناتی ہے،جن صاحب سے آپ نے خریدا انھوں  نے آپ کو چونہ لگایا ۔,neutral
unfair charges applied,negative
gd app,positive
روانی سے نہیں چلتی، اکثر لوڈنگ ہی ہوتی رہتی ہے، ایزی پیسہ بہت اسمود اور روانی سے چلتی ہے، جبکہ یہ اکثر مسئلے کرتی رہتی ہے، میں تین دن سے پیسے بھیجنے کی کوشش کر رہا ہوں لیکن دوبارہ کوشش کریں آ جاتا ہے ہر بار، یا لوڈ ہی ہوتا رہتا ہے اور کچھ نہیں ہوتا,negative
"Daraz ka order packing safe thi, product damage free mila",positive
good👍,positive
fake app,negative
ইতিহাস সংস্কৃতি ছিল প্রশ্ন আলাদা বুঝছো মেয়ে মোহসীন লাইনে অক্ষর দাঁড়িয়ে থাকা আছে তার কিনা সেটা জানি মনে মনে হচ্ছে করেন এবং তার সেই একই থেকে পাওয়া সান্তাহার বের হয়ে টেনে কলেজ নিতে চাই এবং তার উপর ভিত্তি করে দেয় এবং নাই হয়ে করা যান এবং করা যায় করে দেয় দিন দেয় টা তোর জীবন থেকে সান্তাহার বের হয়ে করা যান গেল শুধু তার সাথে দেখা গেল শুধু আমার হোক কেন জানি সেই তাদের জন্য একটি নতুন কিছু নেই বললেই চলে আসে গেছে কাল থেকে রোজা আমি আমার সত্যি হোক কেন আসেন মুমিনুল তার উপর জন্য একটি সাথে কথা বলে কোনো কথা বলে কোন,positive
اچھی پیشرفت ہوئی ہے بیکیا کی اس سے کافی فائدہ مند ثابت ہو ئی ھے,positive
kerja jadi cepat dengan ada foodpanda. good service,positive
worst fraud off a app never use this app won't recommend,negative
let me try,positive
بلکل درست,positive
فوڈ پانڈا پر آرڈر ٹریکنگ صحیح کام نہیں کرتی,negative
بہترین ایپ,positive
pakistan zindabad 🇵🇰,positive
jahangir khan,positive
بائیکیا کے ڈرائیور نے بکنگ کے بعد کال ہی نہیں اٹھائی,negative
کمال است،❤۔,positive
good.,neutral
nag top up ako 200 sa panda pay pero di pumasok sa account ko,negative
"Careem aur Bykea dono ka apna market hai, depend karta hai user ki need pe",neutral
بائیکیا کی بکنگ تیز اور بالکل آسان ہے,positive
راج گرری کرتا ہوں,positive
not now,neutral
وقت طويل جدا في الانتظار,negative
love you seller brain,positive
"السلام علیکم سعد  بھائی کیا حال ہے 
سعد بھائی اگر اپ کو کسی قسم کی میری ضرورت ہے تو اپ مجھ سے کانٹیکٹ کر سکتے ہیں میں اپ کے لئے حاضر ہوں",neutral
olx is selling apps to allow anybody to sell but i noted that a lot of fraud people at their and there are doing fraud the app have any filter aur protection for their buyers somebody do fraud to me the app or their magic management will not do anything everything i have to do by myself either it's a legal action or anything i lost the money and i have to lost a lot of time to get it again but in pakistan there is not that much laws so it means that you can lost your money,negative
super excellent,positive
Bykea delivery late thi aur parcel half torn tha,negative
is best,positive
ماشاءاللہ جی بہت خوب صورت ❤❤❤❤,neutral
humary paisy account sy kabhi katy jatey ha is ka kiya security issues ha,negative
یہ ایک اچھی ایپ ہے,positive
دراز پر الیکٹرانکس کی ورائٹی کافی بڑی ہے,neutral
"Daraz mall products pe trust hai, ab sirf wahi prefer karta hoon",positive
مناسب ایپ ہے,positive
میرا اکاؤنٹ لاک نہیں آن ھوتا ج,negative
loan lia howa tha shukar hy kata nhe 😂😂🤣🤣🤣,positive
good service 👍👍,positive
"s,ii😌👌👌❤️‍🩹👌❤️‍🩹👌😮👌❤️‍🩹❤️‍🩹👌🥰🥰,u. zx,ic. fc",positive
ماشاءاللہ اچھی ایپ ھے,positive
puran products de soytan,negative
بھترین ماشاء اللّه,positive
بائیکیا کی سروس بہت اچھی ہے۔,positive
very nice aap,positive
🫴🏿🫴🏿,positive
behtarin,positive
درست نہیں,negative
ambaba nang fare nang mga rider mo kawawa sayo,negative
اے ایپ چل ہی نہیں رہا میں کیا کروں کوئی طریقہ بتا ئیں اگر کس معلوم ہے,negative
👍خوش آہ,positive
bekaar hogai he app rate se zayda boht zayada charg kar rahe he,negative
khizarabbas,positive
ابليكشن بقي سيى والعربيات المريحه اللي مفروض السعر اغلي سيئه جدا واوقات متكنش نفس النمره,negative
"bykea ma apni family ko begair ksi pareshani k akele charly jaty hain aur mujy koi tenshion bhi ni hoti,bykea is best.",positive
please ek permanent history ka option rakhay ta k parishani na ho,positive
"JazzCash ka customer service call uthata hi nahi, bohot irritating",negative
اقوال زریں اگر کسی کو بھی معلوم ہوں تو ایک دوسرے کو شئیر کرنے چائیں,positive
customer service ko bahtar kare .,positive
farooq,positive
jazz cash bahut acchi hai lekin mera account login nahin ho raha,positive
ڈیجیٹل,positive
i love you 😘,positive
noooo acha nahi haa complennt,positive
یا نبی اللہ یا نبی سلام علیک یا رسول السلام علیک مصطفی جان رحمت پہ لاکھوں سلام❤❤❤❤❤,neutral
nice.....daraz,positive
mare app ni ban rhie,positive
کیوٹ,positive
جی بہت اچھا,positive
not bad 😞,positive
"FoodPanda se delivery kabhi fast hoti hai kabhi late, depends on area",neutral
nazia ☺️😌☺️☺️,positive
nice one,positive
FoodPanda ki service city to city differ karti hai,neutral
ديدي واندريف احسن منهم,negative
بہت زیادہ چیٹر اور فراڈی دور کی جگہ قریب بتاتا ہے اور غلط لوکیشن پہ لے جاتا ہے,negative
bakwas mera mobile hi shut down ho jata hai jab mein es ko install kr ke chalaata hon,negative
اچھا ہوا,neutral
i happy,positive
ایزی پیسہ کے نوٹیفکیشن کبھی وقت پر آتے ہیں کبھی نہیں,neutral
فوڈ پانڈا پر کھانا کبھی اچھا کبھی درمیانہ ہوتا ہے,neutral
very sexy,positive
peshab mere sath ek hai aur kaun bhi hai iska matlab kya hai aapane dillagi,positive
اللہ ایک ہئ,positive
بہت اچھا بلکہ سب سے اچھا best banking,positive
اسلام وعلیکم جاز کیش ایپ میں اُردو زبان جمع کریں شکریہ,positive
very good looking app tpaisa bahut bada achcha bank account hai easypaisa koi jaruri use karna chahie ek matwala life mein jisne easy paisa app ko use kiya iska matlab,positive
ایپ نہیں چل رہی,negative
order already paid but the food never reach me..bila pegi ke kedai tanya owner cakap foodpanda problem cancel order..tp duit dah bayar..mana pegi duit yg dibayar tu masuk??,negative
this aap is very good,positive
nice 👍🏻,negative
easy-peasy a digit۔۔۔,positive
app مهزئ بيديك سعر و أما بتوصل المشوار يعلى السعر عليك,negative
ahasnallha,positive
بہت اچھا ہے لیکن اگر اس میں یہ والاآپشن بھی شامل کر لیا جائے کہ اس سے دوسرے اکاؤنٹ میں یعنی ایزی پیسہ وغیرہ میں پیسے بجوا سکیں,positive
اس کھوتے جواری کو جمانے سے پہلے کیوں نہ مرگئ,neutral
Careem captain kabhi friendly hota hai aur kabhi sirf normal drive deta hai,neutral
اس ایپ میں اب ایڈ پرپیسے لگا دیےگئے ہیں۔سودا ہونے سے پہلےپیسے کس بات کے؟ آپ بےشک پراپرٹی کاسودا ہونے کے بعد اپنی فِیس وصول کرنے کا حق رکھتے ہیں ،سودا ہونے سےپہلے نہیں ۔براہ کرم اس شکایت پر ضرور غور فرمائیں ۔شکریہ۔,neutral
"اللہ تعالٰی سے دعا کرتا ہوں 
 آپ خیریت سے اپنے گھر واپس آہ جاوں 😊",neutral
good 😊👍,positive
bakwas tareen update,negative
nice service,positive
جواریا,neutral
best ride ever,positive
